preset,delta_omega_tri,k_strong,k_weak,n_runs,r_mean,r_sd,plv_pairmean_mean,plv_pairmean_sd,coalition_mean,coalition_sd,leader_dom_mean,leader_dom_sd,leader_antiphase_dom_mean,leader_antiphase_dom_sd
coalition_01,1.5,-1.2,-0.2,5,0.5465993328414214,0.00779405959823048,0.9498332348742492,0.015040942087704534,0.0838534056580239,0.023483585520345275,-0.02899373248813799,0.022072298783625006,0.3542103091900054,1.1292826059445262
coalition_01,1.5,-1.2,-0.1,5,0.5466401958051067,0.012900462260175041,0.8592187945456145,0.06312687651760912,0.20966055898103222,0.08359826066251548,-0.09254241090617447,0.04084340634711891,-0.30049245954235526,0.28075988972381044
coalition_01,1.5,-1.2,0.0,5,0.5425872161863294,0.015994667877034876,0.7993534470722051,0.05930961581172246,0.2776399980417673,0.07757231350443436,-0.13881999902122605,0.03878615675226827,-0.34812388469876865,0.35011386490179897
coalition_01,1.5,-1.2,0.1,5,0.5418566094639892,0.015569263755252504,0.8625988525425721,0.05860309474855813,0.20565797989507315,0.07791691021317453,-0.10228307749759613,0.04974195303677271,-0.29034089416810915,0.3061769022990976
coalition_01,1.5,-1.2,0.2,5,0.5372473689069698,0.009767522684436172,0.9426511728976334,0.008550551412966116,0.09589491580780458,0.013474902474141164,-0.04606415624068179,0.026630974161130035,0.3273969352124827,1.3087350897453793
coalition_01,1.8,-1.2,-0.2,5,0.5490137879829995,0.01394598869957173,0.7092375043175874,0.07335668518551178,0.406097833558366,0.10393057013400687,-0.194860289849564,0.06054210046962046,0.02554725753253906,1.4117782378447385
coalition_01,1.8,-1.2,-0.1,5,0.5389576409761216,0.01891225659503747,0.8305273638814613,0.05147022830761936,0.2397890001825882,0.06432609087732018,-0.12134292154740216,0.03272466758326426,0.05384725587579751,1.607511396381
coalition_01,1.8,-1.2,0.0,5,0.5330958519370521,0.02004825621214711,0.8669444685339934,0.03460165628422831,0.18900490997692682,0.04550426883613291,-0.09450245498874676,0.022752134418091714,-0.11637942934571684,1.4037261341731253
coalition_01,1.8,-1.2,0.1,5,0.5342054011468196,0.019062163836411374,0.8385965839430878,0.052566790122931396,0.22855465053651347,0.06707747329374394,-0.10989856325841214,0.03427024059077139,0.1228825675998085,1.3736192565998673
coalition_01,1.8,-1.2,0.2,5,0.5416927480839595,0.014031402278498166,0.7153378030324621,0.07234416221729022,0.40008726011819984,0.1038982821993501,-0.19187416086674777,0.0628017612716834,0.1519369996596732,1.154148688537799
leader_0,0.2,-1.2,-0.2,5,0.34621343742496663,1.3798440518295786e-08,0.9999999999999991,1.2596751108521677e-14,2.97983859809392e-14,1.6489447082974513e-14,-7.593925488436071e-15,1.9474463816657873e-14,2.256415009214746,2.429753935392869e-09
leader_0,0.2,-1.2,-0.1,5,0.3555054215696477,8.774590660443538e-11,0.9999999999996623,4.585435201143381e-13,7.098988064058176e-13,4.3071311792809334e-13,-2.5859314689569144e-13,7.077264749459004e-13,2.403899833386077,1.2494079313810394e-11
