seed,n_students,dt,t_max,plv_window_seconds,k_ts,k_st,k_ss,r_mean_last,ts_plv_mean_last,ss_plv_mean_last,teacher_dominance_last,ts_distpi_mean_last,ss_distpi_mean_last,teacher_antiphase_dom_last
4,10,0.01,120.0,2.0,-0.6,-0.2,-0.2,0.16063880643938205,0.9972182461680289,0.9942463173785567,0.002971928789472167,1.5344859403620499,1.4836397620164834,-0.050846178345566484
5,10,0.01,120.0,2.0,-0.6,-0.2,-0.2,0.20762052107331808,0.9952948030007919,0.9930565642698277,0.0022382387309641816,1.1522631128172427,1.6494866984172087,0.49722358559996604
1,10,0.01,120.0,2.0,-0.6,-0.2,0.0,0.3851243958841429,0.9989015198750941,0.9977312172598707,0.0011703026152234397,0.911705691343645,1.741183757315429,0.829478065971784
2,10,0.01,120.0,2.0,-0.6,-0.2,0.0,0.16844556265043353,0.9953908421554057,0.9898014812974575,0.005589360857948256,1.4576337971770468,1.447085070829625,-0.010548726347421766
3,10,0.01,120.0,2.0,-0.6,-0.2,0.0,0.22106511630703296,0.9722797970528421,0.9831277169547603,-0.010847919901918246,2.035933237896608,1.5711189171309223,-0.46481432076568585
4,10,0.01,120.0,2.0,-0.6,-0.2,0.0,0.30108721441022124,0.9960189940614834,0.9918405326219347,0.004178461439548697,1.7171360744382185,1.4855773292525476,-0.23155874518567088
5,10,0.01,120.0,2.0,-0.6,-0.2,0.0,0.24626065527885593,0.9953403139892449,0.9942168149464229,0.0011234990428220515,1.2522188457794245,1.5209484797346287,0.2687296339552041
1,10,0.01,120.0,2.0,-0.6,0.0,-0.2,0.1972890989965904,0.9983733006316118,0.9965203271766242,0.0018529734549875831,1.2131212800440039,1.611557679599718,0.3984363995557141
2,10,0.01,120.0,2.0,-0.6,0.0,-0.2,0.1598958316536215,0.9950303357830756,0.9891877200301069,0.005842615752968738,1.4790113563703204,1.441099447754736,-0.037911908615584355
3,10,0.01,120.0,2.0,-0.6,0.0,-0.2,0.16160798296032144,0.971266664719246,0.9799754464134843,-0.008708781694238277,1.441651158990609,1.4923996398177914,0.05074848082718253
4,10,0.01,120.0,2.0,-0.6,0.0,-0.2,0.1603489881442395,0.9963710315248487,0.9937847346333969,0.0025862968914518447,1.5180111188355672,1.4688247807491217,-0.04918633808644546
5,10,0.01,120.0,2.0,-0.6,0.0,-0.2,0.22595652178166442,0.994167152556202,0.9928501952444402,0.001316957311761846,1.230251542770625,1.670240211610701,0.4399886688400758
1,10,0.01,120.0,2.0,-0.6,0.0,0.0,0.32852689436096927,0.9986852181334103,0.9972230571256615,0.0014621610077487635,0.6706109454958951,2.073506013216803,1.4028950677209078
2,10,0.01,120.0,2.0,-0.6,0.0,0.0,0.15305088428869196,0.9952733982649253,0.9896990883533735,0.0055743099115518335,1.317588363901871,1.4778049742573043,0.16021661035543322
3,10,0.01,120.0,2.0,-0.6,0.0,0.0,0.20320738748814787,0.9695312177209967,0.9795491580045723,-0.01001794028357561,1.2762645983172232,1.5324385989232416,0.25617400060601847
4,10,0.01,120.0,2.0,-0.6,0.0,0.0,0.2969704469452514,0.9969204447076121,0.9948804257493364,0.002040018958275658,1.0980942046421998,1.666585010590204,0.5684908059480043
5,10,0.01,120.0,2.0,-0.6,0.0,0.0,0.22301997052801434,0.9944064695014093,0.9936605369126714,0.0007459325887378965,1.151842401997777,1.7061600722282018,0.5543176702304247
